Case_ID,Suspect_ID,First_Name,Middle_Name,Last_Name,Alias,Sex,Race,Nationality,Date_of_Birth,Age,Height_cm,Weight_kg,Eye_Color,Hair_Color,Skin_Tone,Blood_Type,Dominant_Hand,Scars,Tattoos,Facial_Hair,Occupation,Marital_Status,Address,City,Province,Postal_Code,Phone_Number,Crime_Type,Crime_Severity,Case_Status,Officer_Assigned,Evidence_Count,Fingerprint_Match,DNA_Match,Arrest_Date,Case_Open_Date,Case_Close_Date,Sentence_Years,Mugshot_ID,Notes
C100899,S200899,Liam,,Brown,,Female,White,Canadian,1969-11-23,57,168,74,Blue,Red,Medium,A-,Right,None,None,Mustache,Unknown,Married,851 Main St,Hamilton,Ontario,L32A9,555-1387,Robbery,5,Closed,A. Brown,6,No,No,2025-12-09,2025-12-08,2026-07-13,1,MG300899,Synthetic training record
C100900,S200900,Mason,,Garcia,,Male,Black,Canadian,1970-09-08,56,166,86,Blue,Black,Light,B+,Right,Small scar,Tribal,Mustache,Unknown,Married,33 Main St,Waterloo,Ontario,L61A6,555-5834,Fraud,3,Open,J. Carter,22,Yes,No,2025-10-06,2025-10-04,,7,MG300900,Synthetic training record
C100901,S200901,Aiden,,Martin,,Male,Middle Eastern,Canadian,1975-04-05,51,173,76,Hazel,Gray,Light,B+,Left,None,None,Mustache,Unknown,Married,682 Main St,Mississauga,Ontario,L91A6,555-6171,Vandalism,2,Open,L. Chen,19,Yes,No,2024-08-08,2024-07-29,,2,MG300901,Synthetic training record
C100902,S200902,Amelia,,Singh,,Male,White,Canadian,1971-10-07,55,180,79,Brown,Black,Dark,A+,Left,Small scar,Tribal,Beard,Unknown,Married,384 Main St,Mississauga,Ontario,L93A0,555-6130,Cybercrime,5,Closed,M. Singh,19,Yes,No,2024-09-04,2024-09-03,2025-02-18,12,MG300902,Synthetic training record
C100903,S200903,Ava,,Brown,,Female,Middle Eastern,Canadian,1958-07-28,68,163,65,Blue,Blonde,Dark,A+,Right,Forearm scar,None,Mustache,Unknown,Married,728 Main St,Brampton,Ontario,L91A0,555-2285,Robbery,2,Open,M. Singh,17,Yes,No,2026-02-12,2026-02-09,,12,MG300903,Synthetic training record
C100904,S200904,Mia,,Singh,,Male,White,Canadian,2005-05-08,21,179,104,Blue,Black,Dark,O+,Right,Small scar,None,None,Unknown,Married,991 Main St,Waterloo,Ontario,L17A4,555-3067,Cybercrime,1,Open,L. Chen,5,No,Yes,2024-09-10,2024-09-01,,18,MG300904,Synthetic training record
C100905,S200905,Lucas,,Brown,,Male,White,Canadian,1986-07-24,40,184,58,Hazel,Gray,Light,AB+,Right,None,Rose,Beard,Unknown,Married,355 Main St,London,Ontario,L11A5,555-1717,Cybercrime,3,Under Investigation,M. Singh,23,No,Yes,2025-04-27,2025-04-21,,17,MG300905,Synthetic training record
C100906,S200906,Mia,,Chen,,Male,East Asian,Canadian,1992-11-25,34,168,103,Brown,Black,Medium,B+,Left,None,None,None,Unknown,Single,614 Main St,Hamilton,Ontario,L74A3,555-4455,Theft,1,Open,M. Singh,9,Yes,Yes,2025-10-24,2025-10-22,,4,MG300906,Synthetic training record
C100907,S200907,Sophia,,Lee,,Female,Middle Eastern,Canadian,1997-12-11,29,155,100,Brown,Red,Light,B+,Left,None,Rose,Mustache,Unknown,Married,889 Main St,Ottawa,Ontario,L47A2,555-9615,Robbery,3,Open,A. Brown,11,Yes,No,2025-05-16,2025-05-10,,7,MG300907,Synthetic training record
C100908,S200908,Sophia,,Singh,,Female,Black,Canadian,1968-06-21,58,175,59,Hazel,Gray,Dark,A+,Left,Small scar,Tribal,Mustache,Unknown,Married,275 Main St,Ottawa,Ontario,L94A6,555-2277,Robbery,4,Open,L. Chen,12,Yes,No,2026-02-20,2026-02-10,,8,MG300908,Synthetic training record
C100909,S200909,Sophia,,Johnson,,Male,East Asian,Canadian,1974-06-22,52,189,117,Brown,Black,Medium,AB+,Right,None,Rose,Beard,Unknown,Single,455 Main St,Brampton,Ontario,L29A6,555-4444,Fraud,5,Under Investigation,M. Singh,4,No,Yes,2025-06-13,2025-06-05,,3,MG300909,Synthetic training record
C100910,S200910,Mia,,Patel,,Male,Black,Canadian,1973-12-05,53,172,95,Blue,Black,Light,A-,Left,Forearm scar,Dragon,Mustache,Unknown,Single,719 Main St,Mississauga,Ontario,L60A8,555-1497,Cybercrime,5,Under Investigation,L. Chen,10,No,Yes,2025-05-31,2025-05-26,,3,MG300910,Synthetic training record
C100911,S200911,Sophia,,Williams,,Male,East Asian,Canadian,1959-01-26,67,191,78,Green,Gray,Light,O+,Left,Small scar,Tribal,Beard,Unknown,Single,218 Main St,Waterloo,Ontario,L17A5,555-5145,Fraud,3,Closed,L. Chen,15,Yes,No,2025-03-31,2025-03-29,2025-11-19,15,MG300911,Synthetic training record
C100912,S200912,Sophia,,Martin,,Female,Latino,Canadian,1959-09-20,67,188,84,Hazel,Red,Medium,A-,Left,None,Rose,None,Unknown,Single,197 Main St,Brampton,Ontario,L75A1,555-6152,Fraud,3,Open,S. Patel,6,No,No,2024-10-14,2024-10-08,,7,MG300912,Synthetic training record
C100913,S200913,Liam,,Wilson,,Female,Middle Eastern,Canadian,1976-07-08,50,187,110,Blue,Red,Light,AB+,Left,None,Rose,None,Unknown,Married,71 Main St,Hamilton,Ontario,L69A4,555-6041,Burglary,4,Under Investigation,J. Carter,8,Yes,No,2024-04-03,2024-03-28,,0,MG300913,Synthetic training record
C100914,S200914,Liam,,Williams,,Male,East Asian,Canadian,1980-04-13,46,184,119,Blue,Gray,Light,B+,Left,Small scar,Dragon,Mustache,Unknown,Single,868 Main St,Brampton,Ontario,L61A6,555-6217,Assault,2,Closed,M. Singh,0,Yes,No,2024-11-06,2024-11-03,2025-03-05,4,MG300914,Synthetic training record
C100915,S200915,Amelia,,Brown,,Male,White,Canadian,1958-06-14,68,186,119,Hazel,Blonde,Light,AB+,Right,Small scar,None,Mustache,Unknown,Married,435 Main St,London,Ontario,L84A5,555-4236,Burglary,2,Open,A. Brown,20,No,Yes,2024-05-15,2024-05-06,,6,MG300915,Synthetic training record
C100916,S200916,Emma,,Lee,,Male,South Asian,Canadian,1956-11-16,70,195,106,Hazel,Black,Dark,AB+,Right,None,Dragon,Beard,Unknown,Single,936 Main St,Mississauga,Ontario,L13A9,555-6699,Robbery,3,Closed,S. Patel,23,Yes,Yes,2025-03-20,2025-03-10,2025-04-14,17,MG300916,Synthetic training record
C100917,S200917,Emma,,Wilson,,Male,East Asian,Canadian,1996-04-22,30,156,84,Hazel,Black,Medium,O+,Right,None,Rose,Mustache,Unknown,Single,676 Main St,Brampton,Ontario,L48A8,555-8795,Vandalism,4,Under Investigation,S. Patel,2,Yes,Yes,2024-08-08,2024-07-29,,16,MG300917,Synthetic training record
C100918,S200918,Amelia,,Smith,,Male,East Asian,Canadian,1970-08-24,56,181,87,Brown,Gray,Medium,O+,Right,Small scar,None,None,Unknown,Married,191 Main St,Brampton,Ontario,L61A7,555-8519,Vandalism,3,Closed,J. Carter,11,No,No,2024-03-23,2024-03-21,2024-09-19,10,MG300918,Synthetic training record
C100919,S200919,Priya,,Singh,,Female,White,Canadian,1961-03-17,65,168,112,Brown,Blonde,Dark,A+,Left,Small scar,Rose,Beard,Unknown,Married,975 Main St,Waterloo,Ontario,L93A3,555-6998,Burglary,2,Under Investigation,L. Chen,1,No,No,2024-03-28,2024-03-20,,3,MG300919,Synthetic training record
C100920,S200920,Ava,,Taylor,,Male,Latino,Canadian,1962-08-09,64,181,82,Brown,Brown,Medium,AB+,Right,Forearm scar,Dragon,Beard,Unknown,Single,28 Main St,Ottawa,Ontario,L11A3,555-1382,Vandalism,1,Under Investigation,A. Brown,18,No,Yes,2025-05-05,2025-05-05,,12,MG300920,Synthetic training record
C100921,S200921,Amelia,,Williams,,Male,Black,Canadian,1993-03-26,33,154,106,Green,Blonde,Light,A+,Left,Small scar,Rose,Beard,Unknown,Married,682 Main St,Waterloo,Ontario,L38A9,555-6849,Vandalism,1,Under Investigation,M. Singh,12,Yes,Yes,2024-05-13,2024-05-03,,8,MG300921,Synthetic training record
C100922,S200922,Emma,,Martin,,Male,Black,Canadian,1995-03-05,31,194,78,Blue,Blonde,Light,A+,Right,Forearm scar,Rose,Mustache,Unknown,Single,596 Main St,Waterloo,Ontario,L39A9,555-2800,Robbery,4,Under Investigation,J. Carter,25,No,No,2025-06-24,2025-06-17,,17,MG300922,Synthetic training record
C100923,S200923,Ethan,,Wilson,,Female,Latino,Canadian,1980-09-24,46,187,63,Green,Gray,Dark,A-,Left,Forearm scar,Dragon,Mustache,Unknown,Married,939 Main St,Hamilton,Ontario,L72A4,555-4854,Cybercrime,2,Under Investigation,M. Singh,17,No,No,2026-03-17,2026-03-09,,5,MG300923,Synthetic training record
C100924,S200924,Ethan,,Wilson,,Female,Middle Eastern,Canadian,1960-02-12,66,169,120,Blue,Red,Dark,A+,Right,None,Dragon,None,Unknown,Single,470 Main St,Hamilton,Ontario,L65A8,555-3533,Fraud,5,Closed,J. Carter,5,Yes,No,2024-07-23,2024-07-17,2025-04-24,13,MG300924,Synthetic training record
C100925,S200925,Mia,,Martin,,Female,East Asian,Canadian,1964-11-20,62,194,87,Blue,Blonde,Dark,O+,Right,None,Rose,Beard,Unknown,Single,73 Main St,Waterloo,Ontario,L76A2,555-8032,Vandalism,4,Closed,A. Brown,4,No,Yes,2026-03-08,2026-02-27,2026-06-03,6,MG300925,Synthetic training record
C100926,S200926,Olivia,,Lee,,Female,Indigenous,Canadian,2007-11-16,19,161,118,Blue,Red,Light,A+,Left,None,Rose,None,Unknown,Married,784 Main St,Toronto,Ontario,L43A3,555-5405,Robbery,4,Open,L. Chen,20,Yes,Yes,2025-12-27,2025-12-17,,20,MG300926,Synthetic training record
C100927,S200927,Liam,,Williams,,Male,Latino,Canadian,1993-09-15,33,197,86,Green,Red,Light,A+,Left,Forearm scar,Dragon,Beard,Unknown,Married,520 Main St,London,Ontario,L39A4,555-4738,Burglary,3,Open,A. Brown,9,Yes,Yes,2024-09-13,2024-09-06,,12,MG300927,Synthetic training record
C100928,S200928,Ava,,Chen,,Male,White,Canadian,1987-11-04,39,173,75,Blue,Brown,Dark,B+,Right,Small scar,None,Mustache,Unknown,Married,987 Main St,Hamilton,Ontario,L63A0,555-9550,Fraud,4,Open,J. Carter,0,No,Yes,2024-03-01,2024-02-24,,15,MG300928,Synthetic training record
C100929,S200929,Amelia,,Lee,,Female,South Asian,Canadian,1974-07-27,52,196,50,Hazel,Gray,Dark,A-,Right,None,None,Beard,Unknown,Single,702 Main St,Hamilton,Ontario,L92A2,555-2933,Theft,1,Closed,M. Singh,22,No,No,2024-09-22,2024-09-20,2024-09-30,8,MG300929,Synthetic training record
C100930,S200930,Mia,,Brown,,Male,South Asian,Canadian,1999-07-21,27,194,53,Green,Black,Light,A+,Right,Forearm scar,Tribal,Mustache,Unknown,Single,28 Main St,Brampton,Ontario,L40A2,555-6439,Assault,2,Open,S. Patel,2,No,No,2025-02-10,2025-01-31,,16,MG300930,Synthetic training record
C100931,S200931,Aiden,,Martin,,Female,East Asian,Canadian,1972-05-01,54,182,105,Green,Black,Light,B+,Right,None,Rose,Mustache,Unknown,Single,831 Main St,Brampton,Ontario,L77A4,555-2684,Burglary,2,Under Investigation,J. Carter,18,Yes,Yes,2024-02-20,2024-02-20,,10,MG300931,Synthetic training record
C100932,S200932,Amelia,,Singh,,Female,Black,Canadian,1971-09-04,55,194,88,Brown,Red,Dark,AB+,Right,None,Dragon,Mustache,Unknown,Married,823 Main St,Mississauga,Ontario,L83A0,555-6473,Robbery,1,Open,M. Singh,24,No,Yes,2026-02-19,2026-02-10,,18,MG300932,Synthetic training record
C100933,S200933,Emma,,Smith,,Female,South Asian,Canadian,1959-12-11,67,190,100,Blue,Brown,Light,A-,Left,Forearm scar,None,None,Unknown,Married,65 Main St,Ottawa,Ontario,L15A3,555-8529,Theft,1,Under Investigation,A. Brown,4,No,No,2024-06-03,2024-06-03,,10,MG300933,Synthetic training record
C100934,S200934,Olivia,,Williams,,Male,Indigenous,Canadian,1958-07-16,68,185,71,Blue,Gray,Dark,A-,Right,Forearm scar,Dragon,None,Unknown,Married,528 Main St,Toronto,Ontario,L80A8,555-8230,Cybercrime,2,Open,S. Patel,16,Yes,Yes,2025-03-07,2025-03-05,,3,MG300934,Synthetic training record
C100935,S200935,Mason,,Chen,,Female,South Asian,Canadian,1957-12-13,69,166,69,Hazel,Red,Dark,B+,Right,Forearm scar,Tribal,Mustache,Unknown,Married,987 Main St,Brampton,Ontario,L99A5,555-6410,Assault,5,Closed,L. Chen,24,Yes,Yes,2024-04-19,2024-04-16,2025-01-28,1,MG300935,Synthetic training record
C100936,S200936,Lucas,,Brown,,Female,Black,Canadian,1968-12-06,58,198,75,Blue,Black,Light,O+,Right,Small scar,Tribal,Beard,Unknown,Single,568 Main St,Waterloo,Ontario,L96A9,555-7615,Fraud,2,Under Investigation,L. Chen,18,Yes,No,2024-04-05,2024-03-29,,7,MG300936,Synthetic training record
C100937,S200937,Emma,,Patel,,Male,Indigenous,Canadian,1963-08-22,63,190,66,Brown,Brown,Dark,A-,Right,Small scar,Tribal,Mustache,Unknown,Married,405 Main St,Toronto,Ontario,L88A3,555-4154,Vandalism,1,Open,M. Singh,7,No,No,2024-09-23,2024-09-16,,3,MG300937,Synthetic training record
C100938,S200938,Liam,,Williams,,Male,Indigenous,Canadian,1996-02-16,30,184,110,Hazel,Brown,Medium,A-,Left,None,Tribal,Beard,Unknown,Single,614 Main St,Toronto,Ontario,L95A4,555-9589,Vandalism,2,Under Investigation,L. Chen,19,Yes,Yes,2024-07-19,2024-07-13,,17,MG300938,Synthetic training record
C100939,S200939,Mason,,Wilson,,Male,South Asian,Canadian,1985-07-03,41,163,107,Hazel,Brown,Dark,A-,Left,None,Tribal,None,Unknown,Single,644 Main St,Brampton,Ontario,L39A4,555-7416,Robbery,1,Under Investigation,A. Brown,9,No,Yes,2024-12-16,2024-12-13,,20,MG300939,Synthetic training record
C100940,S200940,Priya,,Patel,,Male,Middle Eastern,Canadian,1956-04-16,70,179,91,Brown,Red,Dark,A-,Right,Small scar,None,None,Unknown,Married,122 Main St,Waterloo,Ontario,L26A8,555-4917,Assault,1,Under Investigation,A. Brown,2,Yes,No,2025-01-18,2025-01-09,,1,MG300940,Synthetic training record
C100941,S200941,Noah,,Smith,,Male,Indigenous,Canadian,2003-06-25,23,186,59,Green,Blonde,Dark,A-,Right,Forearm scar,None,Beard,Unknown,Single,635 Main St,London,Ontario,L41A0,555-6334,Assault,5,Under Investigation,M. Singh,18,Yes,Yes,2024-04-20,2024-04-18,,20,MG300941,Synthetic training record
C100942,S200942,Ethan,,Wilson,,Female,White,Canadian,1957-11-15,69,174,77,Brown,Red,Light,B+,Right,None,None,Mustache,Unknown,Single,435 Main St,Toronto,Ontario,L13A3,555-4743,Theft,1,Under Investigation,S. Patel,7,Yes,No,2024-11-25,2024-11-21,,8,MG300942,Synthetic training record
C100943,S200943,Noah,,Martin,,Female,Latino,Canadian,1956-02-27,70,153,109,Blue,Gray,Light,A+,Right,None,Dragon,Beard,Unknown,Married,740 Main St,Toronto,Ontario,L53A2,555-3178,Vandalism,5,Open,S. Patel,2,No,Yes,2025-02-04,2025-02-02,,13,MG300943,Synthetic training record
C100944,S200944,Param,,Martin,,Female,Middle Eastern,Canadian,1992-02-22,34,170,101,Blue,Brown,Medium,AB+,Right,Small scar,Tribal,Beard,Unknown,Married,725 Main St,Mississauga,Ontario,L72A7,555-6917,Robbery,5,Closed,S. Patel,24,No,Yes,2024-07-25,2024-07-15,2025-02-22,10,MG300944,Synthetic training record
C100945,S200945,Param,,Taylor,,Female,White,Canadian,1969-02-13,57,174,118,Green,Blonde,Medium,B+,Left,Forearm scar,Tribal,None,Unknown,Married,891 Main St,Ottawa,Ontario,L86A5,555-3470,Assault,4,Open,A. Brown,15,Yes,No,2025-11-12,2025-11-06,,7,MG300945,Synthetic training record
C100946,S200946,Mason,,Brown,,Male,Black,Canadian,1965-10-24,61,185,94,Blue,Gray,Dark,A+,Left,Forearm scar,None,Mustache,Unknown,Married,459 Main St,Brampton,Ontario,L45A6,555-8855,Burglary,3,Closed,L. Chen,10,No,Yes,2024-01-05,2024-01-03,2024-10-20,5,MG300946,Synthetic training record
C100947,S200947,Sophia,,Patel,,Male,East Asian,Canadian,1994-10-16,32,158,52,Hazel,Gray,Light,A+,Right,None,Dragon,Beard,Unknown,Married,690 Main St,Mississauga,Ontario,L47A6,555-7007,Cybercrime,1,Open,M. Singh,10,Yes,Yes,2025-01-23,2025-01-13,,20,MG300947,Synthetic training record
C100948,S200948,Noah,,Garcia,,Female,South Asian,Canadian,1987-10-16,39,172,97,Hazel,Blonde,Medium,A-,Left,Forearm scar,Dragon,Mustache,Unknown,Single,417 Main St,Hamilton,Ontario,L18A6,555-4129,Fraud,4,Open,S. Patel,7,Yes,Yes,2025-12-10,2025-12-05,,0,MG300948,Synthetic training record
C100949,S200949,Emma,,Williams,,Female,Indigenous,Canadian,1970-06-06,56,153,101,Blue,Red,Light,A-,Right,Small scar,Tribal,None,Unknown,Single,304 Main St,Toronto,Ontario,L26A2,555-1543,Fraud,5,Closed,A. Brown,19,Yes,No,2025-05-17,2025-05-17,2025-06-23,15,MG300949,Synthetic training record
C100950,S200950,Param,,Wilson,,Male,Middle Eastern,Canadian,2001-11-11,25,173,58,Green,Gray,Dark,A+,Right,None,None,Beard,Unknown,Single,663 Main St,Waterloo,Ontario,L28A5,555-1035,Burglary,1,Under Investigation,S. Patel,5,No,Yes,2025-03-02,2025-02-24,,1,MG300950,Synthetic training record
C100951,S200951,Amelia,,Wilson,,Female,Middle Eastern,Canadian,2001-10-04,25,165,78,Green,Red,Dark,A-,Right,Small scar,Dragon,Mustache,Unknown,Single,205 Main St,Waterloo,Ontario,L40A7,555-3890,Vandalism,1,Under Investigation,S. Patel,11,Yes,No,2025-08-20,2025-08-11,,13,MG300951,Synthetic training record
C100952,S200952,Emma,,Williams,,Male,Latino,Canadian,2004-05-07,22,182,80,Green,Blonde,Medium,A-,Right,Small scar,Rose,Mustache,Unknown,Married,876 Main St,Hamilton,Ontario,L63A9,555-4807,Fraud,2,Under Investigation,M. Singh,14,Yes,No,2025-12-28,2025-12-22,,16,MG300952,Synthetic training record
C100953,S200953,Mia,,Chen,,Male,White,Canadian,1980-07-09,46,166,72,Blue,Gray,Medium,O+,Right,Forearm scar,Dragon,Beard,Unknown,Single,93 Main St,Waterloo,Ontario,L49A7,555-7438,Cybercrime,2,Closed,S. Patel,22,No,Yes,2025-09-09,2025-09-05,2025-11-23,19,MG300953,Synthetic training record
C100954,S200954,Priya,,Williams,,Female,Black,Canadian,1976-12-07,50,184,77,Green,Black,Light,A-,Right,Forearm scar,Dragon,Beard,Unknown,Single,692 Main St,Hamilton,Ontario,L52A9,555-3212,Fraud,5,Open,A. Brown,2,No,No,2024-12-25,2024-12-19,,4,MG300954,Synthetic training record
C100955,S200955,Amelia,,Patel,,Male,Black,Canadian,1990-11-28,36,197,54,Blue,Black,Light,O+,Right,None,Rose,Beard,Unknown,Single,739 Main St,Hamilton,Ontario,L28A9,555-9370,Burglary,4,Closed,M. Singh,8,No,No,2025-09-13,2025-09-10,2026-01-07,1,MG300955,Synthetic training record
C100956,S200956,Ethan,,Taylor,,Male,East Asian,Canadian,1990-06-04,36,200,67,Hazel,Red,Medium,A-,Right,Small scar,Rose,Mustache,Unknown,Single,325 Main St,Toronto,Ontario,L96A2,555-1886,Fraud,5,Under Investigation,A. Brown,15,No,Yes,2025-07-29,2025-07-24,,20,MG300956,Synthetic training record
C100957,S200957,Mason,,Singh,,Female,South Asian,Canadian,1981-06-05,45,158,73,Blue,Gray,Light,A+,Right,None,None,None,Unknown,Single,296 Main St,London,Ontario,L85A7,555-6045,Burglary,3,Closed,J. Carter,13,Yes,Yes,2024-02-19,2024-02-14,2024-10-17,10,MG300957,Synthetic training record
C100958,S200958,Amelia,,Taylor,,Female,Indigenous,Canadian,1992-05-23,34,189,70,Green,Red,Dark,B+,Right,None,None,Mustache,Unknown,Single,581 Main St,Brampton,Ontario,L11A3,555-6613,Burglary,5,Under Investigation,M. Singh,4,No,No,2025-12-03,2025-12-02,,19,MG300958,Synthetic training record
C100959,S200959,Ava,,Brown,,Female,Indigenous,Canadian,1969-09-17,57,157,103,Brown,Blonde,Medium,B+,Right,Forearm scar,Tribal,Mustache,Unknown,Married,732 Main St,London,Ontario,L37A7,555-1518,Assault,4,Open,S. Patel,25,Yes,Yes,2026-03-06,2026-02-26,,1,MG300959,Synthetic training record
C100960,S200960,Param,,Smith,,Female,Black,Canadian,2007-06-16,19,197,91,Brown,Gray,Light,A-,Right,None,Dragon,Mustache,Unknown,Single,889 Main St,Toronto,Ontario,L32A2,555-8154,Burglary,2,Closed,L. Chen,15,Yes,Yes,2024-05-18,2024-05-08,2024-12-30,3,MG300960,Synthetic training record
C100961,S200961,Olivia,,Patel,,Male,East Asian,Canadian,1994-04-08,32,160,84,Blue,Gray,Dark,AB+,Right,Forearm scar,Rose,Mustache,Unknown,Married,307 Main St,Ottawa,Ontario,L89A3,555-2717,Theft,3,Closed,L. Chen,23,No,No,2024-12-06,2024-12-02,2025-05-29,4,MG300961,Synthetic training record
C100962,S200962,Aiden,,Williams,,Female,Black,Canadian,1993-04-04,33,158,112,Brown,Red,Light,B+,Right,None,Tribal,Mustache,Unknown,Single,602 Main St,Ottawa,Ontario,L77A5,555-3429,Robbery,3,Under Investigation,J. Carter,17,No,No,2025-10-04,2025-10-03,,6,MG300962,Synthetic training record
C100963,S200963,Ava,,Singh,,Male,East Asian,Canadian,1957-11-26,69,182,107,Brown,Black,Dark,A-,Right,None,Rose,None,Unknown,Married,534 Main St,London,Ontario,L55A6,555-4966,Cybercrime,1,Under Investigation,A. Brown,6,No,No,2025-11-08,2025-11-06,,7,MG300963,Synthetic training record
C100964,S200964,Ethan,,Martin,,Female,South Asian,Canadian,1979-03-06,47,173,77,Hazel,Gray,Light,AB+,Left,Small scar,Dragon,None,Unknown,Married,752 Main St,Toronto,Ontario,L72A0,555-5984,Cybercrime,4,Under Investigation,A. Brown,16,Yes,No,2024-03-16,2024-03-10,,0,MG300964,Synthetic training record
C100965,S200965,Emma,,Lee,,Male,White,Canadian,1992-05-03,34,194,116,Brown,Gray,Light,O+,Right,Forearm scar,Rose,None,Unknown,Single,149 Main St,Waterloo,Ontario,L19A8,555-7311,Cybercrime,5,Closed,S. Patel,1,No,Yes,2025-08-09,2025-08-03,2025-08-19,9,MG300965,Synthetic training record
C100966,S200966,Liam,,Patel,,Male,East Asian,Canadian,1984-08-17,42,184,108,Brown,Brown,Dark,AB+,Left,None,Dragon,None,Unknown,Married,139 Main St,Mississauga,Ontario,L76A0,555-9242,Theft,3,Open,A. Brown,5,Yes,No,2024-09-22,2024-09-20,,17,MG300966,Synthetic training record
C100967,S200967,Param,,Lee,,Male,White,Canadian,1991-08-17,35,178,102,Brown,Black,Medium,A+,Left,None,Tribal,Mustache,Unknown,Married,849 Main St,London,Ontario,L27A4,555-6857,Cybercrime,1,Closed,S. Patel,11,No,Yes,2025-07-02,2025-06-25,2025-08-24,20,MG300967,Synthetic training record
C100968,S200968,Lucas,,Wilson,,Female,Indigenous,Canadian,1993-09-09,33,181,78,Blue,Black,Light,A+,Right,Small scar,Rose,None,Unknown,Married,409 Main St,Waterloo,Ontario,L83A6,555-2089,Cybercrime,3,Open,J. Carter,24,No,Yes,2026-02-16,2026-02-08,,7,MG300968,Synthetic training record
C100969,S200969,Mia,,Johnson,,Male,East Asian,Canadian,1979-06-11,47,194,57,Brown,Blonde,Dark,AB+,Left,None,Rose,None,Unknown,Single,236 Main St,Waterloo,Ontario,L85A0,555-9049,Burglary,4,Closed,S. Patel,11,No,Yes,2025-10-19,2025-10-19,2025-11-15,7,MG300969,Synthetic training record
C100970,S200970,Arjun,,Lee,,Male,Middle Eastern,Canadian,1967-10-22,59,161,87,Blue,Brown,Light,A-,Left,None,Tribal,Mustache,Unknown,Married,186 Main St,Hamilton,Ontario,L45A4,555-6689,Burglary,3,Open,S. Patel,5,Yes,No,2025-05-23,2025-05-22,,20,MG300970,Synthetic training record
C100971,S200971,Param,,Garcia,,Male,Indigenous,Canadian,2005-04-05,21,175,68,Hazel,Black,Medium,O+,Right,Small scar,Tribal,None,Unknown,Married,517 Main St,Toronto,Ontario,L24A3,555-9648,Cybercrime,4,Open,A. Brown,5,Yes,No,2025-07-19,2025-07-15,,20,MG300971,Synthetic training record
C100972,S200972,Lucas,,Taylor,,Male,Black,Canadian,1997-06-07,29,177,62,Brown,Black,Light,O+,Left,Small scar,Tribal,None,Unknown,Married,672 Main St,Toronto,Ontario,L42A6,555-2378,Fraud,4,Open,S. Patel,20,No,Yes,2025-12-10,2025-12-01,,17,MG300972,Synthetic training record
C100973,S200973,Olivia,,Smith,,Male,White,Canadian,1994-05-02,32,187,56,Hazel,Black,Medium,O+,Left,Small scar,Rose,Beard,Unknown,Single,970 Main St,London,Ontario,L72A1,555-2503,Robbery,4,Closed,M. Singh,22,Yes,Yes,2026-02-23,2026-02-19,2026-11-09,17,MG300973,Synthetic training record
